Tahiti Completion Time (ms);Devastator Completion Time (ms);AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms);Vector Size (elements);Branch count (per thread);Read accesses to global memory (per thread);Write accesses to global memory (per thread);Read accesses to local memory (per thread);Write accesses to local memory (per thread);Read accesses to constant memory (per thread);Arithmetic operations (per thread);Logic operations (per thread);Bitwise operations (per thread);Comparison operations (per thread);Pown operations (per thread);Sqrt operations (per thread);Hypot operations (per thread);Data size transf from host to device (bytes);Data size transf from device to host (bytes);Data size allocated locally (bytes);Global work size dim 1 (number of threads);Global work size dim 2 (number of threads);Global work size dim 3 (number of threads);Local work size dim 1 (number of threads);Local work size dim 2 (number of threads);Local work size dim 3 (number of threads);Kernel calls;Computation density;Memory access density
11,89;10,39;9,62;2408448;0;2;1;0;0;0;1;0;0;0;0;0;0;19267584;9633792;0;2408448;1;1;128;1;1;;0,083;0,167
11,79;10,28;9,56;2410496;0;2;1;0;0;0;1;0;0;0;0;0;0;19283968;9641984;0;2410496;1;1;128;1;1;;0,083;0,167
11,88;10,36;9,93;2412544;0;2;1;0;0;0;1;0;0;0;0;0;0;19300352;9650176;0;2412544;1;1;128;1;1;;0,083;0,167
11,86;10,39;10,08;2414592;0;2;1;0;0;0;1;0;0;0;0;0;0;19316736;9658368;0;2414592;1;1;128;1;1;;0,083;0,167
10,80;10,47;9,84;2416640;0;2;1;0;0;0;1;0;0;0;0;0;0;19333120;9666560;0;2416640;1;1;128;1;1;;0,083;0,167
10,49;10,31;9,67;2418688;0;2;1;0;0;0;1;0;0;0;0;0;0;19349504;9674752;0;2418688;1;1;128;1;1;;0,083;0,167
10,53;10,36;10,33;2420736;0;2;1;0;0;0;1;0;0;0;0;0;0;19365888;9682944;0;2420736;1;1;128;1;1;;0,083;0,167
11,82;10,44;10,02;2422784;0;2;1;0;0;0;1;0;0;0;0;0;0;19382272;9691136;0;2422784;1;1;128;1;1;;0,083;0,167
11,94;10,29;9,78;2424832;0;2;1;0;0;0;1;0;0;0;0;0;0;19398656;9699328;0;2424832;1;1;128;1;1;;0,083;0,167
11,89;10,44;10,12;2426880;0;2;1;0;0;0;1;0;0;0;0;0;0;19415040;9707520;0;2426880;1;1;128;1;1;;0,083;0,167
11,89;10,43;9,97;2428928;0;2;1;0;0;0;1;0;0;0;0;0;0;19431424;9715712;0;2428928;1;1;128;1;1;;0,083;0,167
12,02;10,55;10,25;2430976;0;2;1;0;0;0;1;0;0;0;0;0;0;19447808;9723904;0;2430976;1;1;128;1;1;;0,083;0,167
11,97;10,42;9,85;2433024;0;2;1;0;0;0;1;0;0;0;0;0;0;19464192;9732096;0;2433024;1;1;128;1;1;;0,083;0,167
11,87;10,49;10,20;2435072;0;2;1;0;0;0;1;0;0;0;0;0;0;19480576;9740288;0;2435072;1;1;128;1;1;;0,083;0,167
11,73;10,53;10,06;2437120;0;2;1;0;0;0;1;0;0;0;0;0;0;19496960;9748480;0;2437120;1;1;128;1;1;;0,083;0,167
11,39;10,22;10,09;2439168;0;2;1;0;0;0;1;0;0;0;0;0;0;19513344;9756672;0;2439168;1;1;128;1;1;;0,083;0,167
10,74;10,56;9,84;2441216;0;2;1;0;0;0;1;0;0;0;0;0;0;19529728;9764864;0;2441216;1;1;128;1;1;;0,083;0,167
11,93;10,43;10,41;2443264;0;2;1;0;0;0;1;0;0;0;0;0;0;19546112;9773056;0;2443264;1;1;128;1;1;;0,083;0,167
11,96;10,59;9,70;2445312;0;2;1;0;0;0;1;0;0;0;0;0;0;19562496;9781248;0;2445312;1;1;128;1;1;;0,083;0,167
12,02;10,56;10,06;2447360;0;2;1;0;0;0;1;0;0;0;0;0;0;19578880;9789440;0;2447360;1;1;128;1;1;;0,083;0,167
11,99;10,49;10,11;2449408;0;2;1;0;0;0;1;0;0;0;0;0;0;19595264;9797632;0;2449408;1;1;128;1;1;;0,083;0,167
12,00;10,60;9,91;2451456;0;2;1;0;0;0;1;0;0;0;0;0;0;19611648;9805824;0;2451456;1;1;128;1;1;;0,083;0,167
12,05;10,41;9,90;2453504;0;2;1;0;0;0;1;0;0;0;0;0;0;19628032;9814016;0;2453504;1;1;128;1;1;;0,083;0,167
12,02;10,57;9,38;2455552;0;2;1;0;0;0;1;0;0;0;0;0;0;19644416;9822208;0;2455552;1;1;128;1;1;;0,083;0,167
11,98;10,47;10,35;2457600;0;2;1;0;0;0;1;0;0;0;0;0;0;19660800;9830400;0;2457600;1;1;128;1;1;;0,083;0,167
11,84;10,51;10,00;2459648;0;2;1;0;0;0;1;0;0;0;0;0;0;19677184;9838592;0;2459648;1;1;128;1;1;;0,083;0,167
12,07;10,29;10,15;2461696;0;2;1;0;0;0;1;0;0;0;0;0;0;19693568;9846784;0;2461696;1;1;128;1;1;;0,083;0,167
12,06;10,50;9,93;2463744;0;2;1;0;0;0;1;0;0;0;0;0;0;19709952;9854976;0;2463744;1;1;128;1;1;;0,083;0,167
12,02;10,61;10,16;2465792;0;2;1;0;0;0;1;0;0;0;0;0;0;19726336;9863168;0;2465792;1;1;128;1;1;;0,083;0,167
11,85;10,64;10,50;2467840;0;2;1;0;0;0;1;0;0;0;0;0;0;19742720;9871360;0;2467840;1;1;128;1;1;;0,083;0,167
12,14;10,71;10,14;2469888;0;2;1;0;0;0;1;0;0;0;0;0;0;19759104;9879552;0;2469888;1;1;128;1;1;;0,083;0,167
12,06;10,65;10,11;2471936;0;2;1;0;0;0;1;0;0;0;0;0;0;19775488;9887744;0;2471936;1;1;128;1;1;;0,083;0,167
12,02;10,58;10,20;2473984;0;2;1;0;0;0;1;0;0;0;0;0;0;19791872;9895936;0;2473984;1;1;128;1;1;;0,083;0,167
12,06;10,55;9,98;2476032;0;2;1;0;0;0;1;0;0;0;0;0;0;19808256;9904128;0;2476032;1;1;128;1;1;;0,083;0,167
12,15;10,70;10,03;2478080;0;2;1;0;0;0;1;0;0;0;0;0;0;19824640;9912320;0;2478080;1;1;128;1;1;;0,083;0,167
12,14;10,68;9,98;2480128;0;2;1;0;0;0;1;0;0;0;0;0;0;19841024;9920512;0;2480128;1;1;128;1;1;;0,083;0,167
11,86;10,51;10,30;2482176;0;2;1;0;0;0;1;0;0;0;0;0;0;19857408;9928704;0;2482176;1;1;128;1;1;;0,083;0,167
12,10;10,36;10,19;2484224;0;2;1;0;0;0;1;0;0;0;0;0;0;19873792;9936896;0;2484224;1;1;128;1;1;;0,083;0,167
12,16;10,58;10,05;2486272;0;2;1;0;0;0;1;0;0;0;0;0;0;19890176;9945088;0;2486272;1;1;128;1;1;;0,083;0,167
12,18;10,68;10,16;2488320;0;2;1;0;0;0;1;0;0;0;0;0;0;19906560;9953280;0;2488320;1;1;128;1;1;;0,083;0,167
12,09;10,64;11,49;2490368;0;2;1;0;0;0;1;0;0;0;0;0;0;19922944;9961472;0;2490368;1;1;128;1;1;;0,083;0,167
12,14;10,58;10,37;2492416;0;2;1;0;0;0;1;0;0;0;0;0;0;19939328;9969664;0;2492416;1;1;128;1;1;;0,083;0,167
12,20;10,75;10,54;2494464;0;2;1;0;0;0;1;0;0;0;0;0;0;19955712;9977856;0;2494464;1;1;128;1;1;;0,083;0,167
11,36;10,72;9,79;2496512;0;2;1;0;0;0;1;0;0;0;0;0;0;19972096;9986048;0;2496512;1;1;128;1;1;;0,083;0,167
10,80;10,37;10,25;2498560;0;2;1;0;0;0;1;0;0;0;0;0;0;19988480;9994240;0;2498560;1;1;128;1;1;;0,083;0,167
10,88;10,61;10,12;2500608;0;2;1;0;0;0;1;0;0;0;0;0;0;20004864;10002432;0;2500608;1;1;128;1;1;;0,083;0,167
12,26;10,77;10,45;2502656;0;2;1;0;0;0;1;0;0;0;0;0;0;20021248;10010624;0;2502656;1;1;128;1;1;;0,083;0,167
12,20;10,62;10,38;2504704;0;2;1;0;0;0;1;0;0;0;0;0;0;20037632;10018816;0;2504704;1;1;128;1;1;;0,083;0,167
12,16;10,70;10,44;2506752;0;2;1;0;0;0;1;0;0;0;0;0;0;20054016;10027008;0;2506752;1;1;128;1;1;;0,083;0,167
12,30;10,79;10,58;2508800;0;2;1;0;0;0;1;0;0;0;0;0;0;20070400;10035200;0;2508800;1;1;128;1;1;;0,083;0,167
11,99;10,71;10,36;2510848;0;2;1;0;0;0;1;0;0;0;0;0;0;20086784;10043392;0;2510848;1;1;128;1;1;;0,083;0,167
12,22;10,45;10,25;2512896;0;2;1;0;0;0;1;0;0;0;0;0;0;20103168;10051584;0;2512896;1;1;128;1;1;;0,083;0,167
12,22;10,76;10,31;2514944;0;2;1;0;0;0;1;0;0;0;0;0;0;20119552;10059776;0;2514944;1;1;128;1;1;;0,083;0,167
12,25;10,76;10,36;2516992;0;2;1;0;0;0;1;0;0;0;0;0;0;20135936;10067968;0;2516992;1;1;128;1;1;;0,083;0,167
12,33;10,79;10,66;2519040;0;2;1;0;0;0;1;0;0;0;0;0;0;20152320;10076160;0;2519040;1;1;128;1;1;;0,083;0,167
12,33;10,66;9,94;2521088;0;2;1;0;0;0;1;0;0;0;0;0;0;20168704;10084352;0;2521088;1;1;128;1;1;;0,083;0,167
12,21;10,67;11,13;2523136;0;2;1;0;0;0;1;0;0;0;0;0;0;20185088;10092544;0;2523136;1;1;128;1;1;;0,083;0,167
12,28;10,73;10,15;2525184;0;2;1;0;0;0;1;0;0;0;0;0;0;20201472;10100736;0;2525184;1;1;128;1;1;;0,083;0,167
12,31;10,61;10,45;2527232;0;2;1;0;0;0;1;0;0;0;0;0;0;20217856;10108928;0;2527232;1;1;128;1;1;;0,083;0,167
12,29;10,81;10,10;2529280;0;2;1;0;0;0;1;0;0;0;0;0;0;20234240;10117120;0;2529280;1;1;128;1;1;;0,083;0,167
12,25;10,80;10,39;2531328;0;2;1;0;0;0;1;0;0;0;0;0;0;20250624;10125312;0;2531328;1;1;128;1;1;;0,083;0,167
12,12;10,81;10,47;2533376;0;2;1;0;0;0;1;0;0;0;0;0;0;20267008;10133504;0;2533376;1;1;128;1;1;;0,083;0,167
12,39;10,91;10,17;2535424;0;2;1;0;0;0;1;0;0;0;0;0;0;20283392;10141696;0;2535424;1;1;128;1;1;;0,083;0,167
12,34;10,85;10,08;2537472;0;2;1;0;0;0;1;0;0;0;0;0;0;20299776;10149888;0;2537472;1;1;128;1;1;;0,083;0,167
12,29;10,87;10,89;2539520;0;2;1;0;0;0;1;0;0;0;0;0;0;20316160;10158080;0;2539520;1;1;128;1;1;;0,083;0,167
12,35;10,85;10,57;2541568;0;2;1;0;0;0;1;0;0;0;0;0;0;20332544;10166272;0;2541568;1;1;128;1;1;;0,083;0,167
12,42;10,86;10,35;2543616;0;2;1;0;0;0;1;0;0;0;0;0;0;20348928;10174464;0;2543616;1;1;128;1;1;;0,083;0,167
12,39;10,77;9,98;2545664;0;2;1;0;0;0;1;0;0;0;0;0;0;20365312;10182656;0;2545664;1;1;128;1;1;;0,083;0,167
12,14;10,80;10,82;2547712;0;2;1;0;0;0;1;0;0;0;0;0;0;20381696;10190848;0;2547712;1;1;128;1;1;;0,083;0,167
12,42;10,66;10,00;2549760;0;2;1;0;0;0;1;0;0;0;0;0;0;20398080;10199040;0;2549760;1;1;128;1;1;;0,083;0,167
12,45;10,85;10,53;2551808;0;2;1;0;0;0;1;0;0;0;0;0;0;20414464;10207232;0;2551808;1;1;128;1;1;;0,083;0,167
12,38;10,82;10,26;2553856;0;2;1;0;0;0;1;0;0;0;0;0;0;20430848;10215424;0;2553856;1;1;128;1;1;;0,083;0,167
12,37;10,79;11,52;2555904;0;2;1;0;0;0;1;0;0;0;0;0;0;20447232;10223616;0;2555904;1;1;128;1;1;;0,083;0,167
12,40;10,77;10,51;2557952;0;2;1;0;0;0;1;0;0;0;0;0;0;20463616;10231808;0;2557952;1;1;128;1;1;;0,083;0,167
12,47;11,05;10,66;2560000;0;2;1;0;0;0;1;0;0;0;0;0;0;20480000;10240000;0;2560000;1;1;128;1;1;;0,083;0,167
12,23;10,93;10,48;2562048;0;2;1;0;0;0;1;0;0;0;0;0;0;20496384;10248192;0;2562048;1;1;128;1;1;;0,083;0,167
12,38;10,58;10,34;2564096;0;2;1;0;0;0;1;0;0;0;0;0;0;20512768;10256384;0;2564096;1;1;128;1;1;;0,083;0,167
12,46;10,85;10,08;2566144;0;2;1;0;0;0;1;0;0;0;0;0;0;20529152;10264576;0;2566144;1;1;128;1;1;;0,083;0,167
12,53;10,99;10,70;2568192;0;2;1;0;0;0;1;0;0;0;0;0;0;20545536;10272768;0;2568192;1;1;128;1;1;;0,083;0,167
12,49;10,94;10,45;2570240;0;2;1;0;0;0;1;0;0;0;0;0;0;20561920;10280960;0;2570240;1;1;128;1;1;;0,083;0,167
12,42;10,85;10,73;2572288;0;2;1;0;0;0;1;0;0;0;0;0;0;20578304;10289152;0;2572288;1;1;128;1;1;;0,083;0,167
12,54;10,86;10,21;2574336;0;2;1;0;0;0;1;0;0;0;0;0;0;20594688;10297344;0;2574336;1;1;128;1;1;;0,083;0,167
12,49;11,02;10,43;2576384;0;2;1;0;0;0;1;0;0;0;0;0;0;20611072;10305536;0;2576384;1;1;128;1;1;;0,083;0,167
12,52;10,67;10,41;2578432;0;2;1;0;0;0;1;0;0;0;0;0;0;20627456;10313728;0;2578432;1;1;128;1;1;;0,083;0,167
12,47;10,97;10,55;2580480;0;2;1;0;0;0;1;0;0;0;0;0;0;20643840;10321920;0;2580480;1;1;128;1;1;;0,083;0,167
12,54;11,00;10,62;2582528;0;2;1;0;0;0;1;0;0;0;0;0;0;20660224;10330112;0;2582528;1;1;128;1;1;;0,083;0,167
12,55;11,04;10,56;2584576;0;2;1;0;0;0;1;0;0;0;0;0;0;20676608;10338304;0;2584576;1;1;128;1;1;;0,083;0,167
12,62;11,10;10,66;2586624;0;2;1;0;0;0;1;0;0;0;0;0;0;20692992;10346496;0;2586624;1;1;128;1;1;;0,083;0,167
12,46;10,86;11,81;2588672;0;2;1;0;0;0;1;0;0;0;0;0;0;20709376;10354688;0;2588672;1;1;128;1;1;;0,083;0,167
12,59;10,97;10,56;2590720;0;2;1;0;0;0;1;0;0;0;0;0;0;20725760;10362880;0;2590720;1;1;128;1;1;;0,083;0,167
12,57;10,76;10,71;2592768;0;2;1;0;0;0;1;0;0;0;0;0;0;20742144;10371072;0;2592768;1;1;128;1;1;;0,083;0,167
12,55;10,89;9,85;2594816;0;2;1;0;0;0;1;0;0;0;0;0;0;20758528;10379264;0;2594816;1;1;128;1;1;;0,083;0,167
12,52;10,99;10,61;2596864;0;2;1;0;0;0;1;0;0;0;0;0;0;20774912;10387456;0;2596864;1;1;128;1;1;;0,083;0,167
12,32;11,08;10,60;2598912;0;2;1;0;0;0;1;0;0;0;0;0;0;20791296;10395648;0;2598912;1;1;128;1;1;;0,083;0,167
12,64;10,83;10,90;2600960;0;2;1;0;0;0;1;0;0;0;0;0;0;20807680;10403840;0;2600960;1;1;128;1;1;;0,083;0,167
12,61;11,04;10,60;2603008;0;2;1;0;0;0;1;0;0;0;0;0;0;20824064;10412032;0;2603008;1;1;128;1;1;;0,083;0,167
12,54;11,07;10,66;2605056;0;2;1;0;0;0;1;0;0;0;0;0;0;20840448;10420224;0;2605056;1;1;128;1;1;;0,083;0,167
12,61;11,00;10,76;2607104;0;2;1;0;0;0;1;0;0;0;0;0;0;20856832;10428416;0;2607104;1;1;128;1;1;;0,083;0,167
12,65;11,06;10,65;2609152;0;2;1;0;0;0;1;0;0;0;0;0;0;20873216;10436608;0;2609152;1;1;128;1;1;;0,083;0,167
12,64;10,97;10,33;2611200;0;2;1;0;0;0;1;0;0;0;0;0;0;20889600;10444800;0;2611200;1;1;128;1;1;;0,083;0,167
12,39;11,07;11,03;2613248;0;2;1;0;0;0;1;0;0;0;0;0;0;20905984;10452992;0;2613248;1;1;128;1;1;;0,083;0,167
12,69;10,89;10,46;2615296;0;2;1;0;0;0;1;0;0;0;0;0;0;20922368;10461184;0;2615296;1;1;128;1;1;;0,083;0,167
12,69;11,01;10,31;2617344;0;2;1;0;0;0;1;0;0;0;0;0;0;20938752;10469376;0;2617344;1;1;128;1;1;;0,083;0,167
12,67;11,03;10,47;2619392;0;2;1;0;0;0;1;0;0;0;0;0;0;20955136;10477568;0;2619392;1;1;128;1;1;;0,083;0,167
12,62;10,99;11,61;2621440;0;2;1;0;0;0;1;0;0;0;0;0;0;20971520;10485760;0;2621440;1;1;128;1;1;;0,083;0,167
12,66;11,01;10,52;2623488;0;2;1;0;0;0;1;0;0;0;0;0;0;20987904;10493952;0;2623488;1;1;128;1;1;;0,083;0,167
12,78;11,09;10,85;2625536;0;2;1;0;0;0;1;0;0;0;0;0;0;21004288;10502144;0;2625536;1;1;128;1;1;;0,083;0,167
12,46;11,20;10,30;2627584;0;2;1;0;0;0;1;0;0;0;0;0;0;21020672;10510336;0;2627584;1;1;128;1;1;;0,083;0,167
12,62;10,92;10,83;2629632;0;2;1;0;0;0;1;0;0;0;0;0;0;21037056;10518528;0;2629632;1;1;128;1;1;;0,083;0,167
12,74;11,21;10,60;2631680;0;2;1;0;0;0;1;0;0;0;0;0;0;21053440;10526720;0;2631680;1;1;128;1;1;;0,083;0,167
12,77;11,16;10,69;2633728;0;2;1;0;0;0;1;0;0;0;0;0;0;21069824;10534912;0;2633728;1;1;128;1;1;;0,083;0,167
12,73;11,05;10,28;2635776;0;2;1;0;0;0;1;0;0;0;0;0;0;21086208;10543104;0;2635776;1;1;128;1;1;;0,083;0,167
12,71;11,11;10,62;2637824;0;2;1;0;0;0;1;0;0;0;0;0;0;21102592;10551296;0;2637824;1;1;128;1;1;;0,083;0,167
12,80;11,20;10,67;2639872;0;2;1;0;0;0;1;0;0;0;0;0;0;21118976;10559488;0;2639872;1;1;128;1;1;;0,083;0,167
12,74;11,24;11,27;2641920;0;2;1;0;0;0;1;0;0;0;0;0;0;21135360;10567680;0;2641920;1;1;128;1;1;;0,083;0,167
12,78;11,02;10,49;2643968;0;2;1;0;0;0;1;0;0;0;0;0;0;21151744;10575872;0;2643968;1;1;128;1;1;;0,083;0,167
12,69;11,08;10,71;2646016;0;2;1;0;0;0;1;0;0;0;0;0;0;21168128;10584064;0;2646016;1;1;128;1;1;;0,083;0,167
12,79;11,18;10,85;2648064;0;2;1;0;0;0;1;0;0;0;0;0;0;21184512;10592256;0;2648064;1;1;128;1;1;;0,083;0,167
12,87;11,21;11,10;2650112;0;2;1;0;0;0;1;0;0;0;0;0;0;21200896;10600448;0;2650112;1;1;128;1;1;;0,083;0,167
12,82;11,19;10,59;2652160;0;2;1;0;0;0;1;0;0;0;0;0;0;21217280;10608640;0;2652160;1;1;128;1;1;;0,083;0,167
12,72;11,07;11,93;2654208;0;2;1;0;0;0;1;0;0;0;0;0;0;21233664;10616832;0;2654208;1;1;128;1;1;;0,083;0,167
12,77;11,20;10,60;2656256;0;2;1;0;0;0;1;0;0;0;0;0;0;21250048;10625024;0;2656256;1;1;128;1;1;;0,083;0,167
12,86;11,01;10,95;2658304;0;2;1;0;0;0;1;0;0;0;0;0;0;21266432;10633216;0;2658304;1;1;128;1;1;;0,083;0,167
12,87;11,24;10,31;2660352;0;2;1;0;0;0;1;0;0;0;0;0;0;21282816;10641408;0;2660352;1;1;128;1;1;;0,083;0,167
12,76;11,12;11,44;2662400;0;2;1;0;0;0;1;0;0;0;0;0;0;21299200;10649600;0;2662400;1;1;128;1;1;;0,083;0,167
12,63;11,27;10,83;2664448;0;2;1;0;0;0;1;0;0;0;0;0;0;21315584;10657792;0;2664448;1;1;128;1;1;;0,083;0,167
12,87;11,24;10,40;2666496;0;2;1;0;0;0;1;0;0;0;0;0;0;21331968;10665984;0;2666496;1;1;128;1;1;;0,083;0,167
12,84;11,14;10,57;2668544;0;2;1;0;0;0;1;0;0;0;0;0;0;21348352;10674176;0;2668544;1;1;128;1;1;;0,083;0,167
12,82;11,24;11,15;2670592;0;2;1;0;0;0;1;0;0;0;0;0;0;21364736;10682368;0;2670592;1;1;128;1;1;;0,083;0,167
13,23;11,32;11,21;2672640;0;2;1;0;0;0;1;0;0;0;0;0;0;21381120;10690560;0;2672640;1;1;128;1;1;;0,083;0,167
13,08;11,32;10,99;2674688;0;2;1;0;0;0;1;0;0;0;0;0;0;21397504;10698752;0;2674688;1;1;128;1;1;;0,083;0,167
12,91;11,27;10,75;2676736;0;2;1;0;0;0;1;0;0;0;0;0;0;21413888;10706944;0;2676736;1;1;128;1;1;;0,083;0,167
12,63;11,28;11,20;2678784;0;2;1;0;0;0;1;0;0;0;0;0;0;21430272;10715136;0;2678784;1;1;128;1;1;;0,083;0,167
12,88;11,06;10,86;2680832;0;2;1;0;0;0;1;0;0;0;0;0;0;21446656;10723328;0;2680832;1;1;128;1;1;;0,083;0,167
12,93;11,34;10,62;2682880;0;2;1;0;0;0;1;0;0;0;0;0;0;21463040;10731520;0;2682880;1;1;128;1;1;;0,083;0,167
12,96;11,34;11,02;2684928;0;2;1;0;0;0;1;0;0;0;0;0;0;21479424;10739712;0;2684928;1;1;128;1;1;;0,083;0,167
12,84;11,17;12,16;2686976;0;2;1;0;0;0;1;0;0;0;0;0;0;21495808;10747904;0;2686976;1;1;128;1;1;;0,083;0,167
12,94;11,37;11,09;2689024;0;2;1;0;0;0;1;0;0;0;0;0;0;21512192;10756096;0;2689024;1;1;128;1;1;;0,083;0,167
12,97;11,24;11,10;2691072;0;2;1;0;0;0;1;0;0;0;0;0;0;21528576;10764288;0;2691072;1;1;128;1;1;;0,083;0,167
12,73;11,21;10,85;2693120;0;2;1;0;0;0;1;0;0;0;0;0;0;21544960;10772480;0;2693120;1;1;128;1;1;;0,083;0,167
12,92;11,09;11,40;2695168;0;2;1;0;0;0;1;0;0;0;0;0;0;21561344;10780672;0;2695168;1;1;128;1;1;;0,083;0,167
12,96;11,24;10,74;2697216;0;2;1;0;0;0;1;0;0;0;0;0;0;21577728;10788864;0;2697216;1;1;128;1;1;;0,083;0,167
13,02;11,38;10,78;2699264;0;2;1;0;0;0;1;0;0;0;0;0;0;21594112;10797056;0;2699264;1;1;128;1;1;;0,083;0,167
12,97;11,25;10,46;2701312;0;2;1;0;0;0;1;0;0;0;0;0;0;21610496;10805248;0;2701312;1;1;128;1;1;;0,083;0,167
12,93;11,33;11,03;2703360;0;2;1;0;0;0;1;0;0;0;0;0;0;21626880;10813440;0;2703360;1;1;128;1;1;;0,083;0,167
12,99;11,36;10,94;2705408;0;2;1;0;0;0;1;0;0;0;0;0;0;21643264;10821632;0;2705408;1;1;128;1;1;;0,083;0,167
13,03;11,47;11,45;2707456;0;2;1;0;0;0;1;0;0;0;0;0;0;21659648;10829824;0;2707456;1;1;128;1;1;;0,083;0,167
13,01;11,21;10,93;2709504;0;2;1;0;0;0;1;0;0;0;0;0;0;21676032;10838016;0;2709504;1;1;128;1;1;;0,083;0,167
12,98;11,38;11,24;2711552;0;2;1;0;0;0;1;0;0;0;0;0;0;21692416;10846208;0;2711552;1;1;128;1;1;;0,083;0,167
13,03;11,37;11,15;2713600;0;2;1;0;0;0;1;0;0;0;0;0;0;21708800;10854400;0;2713600;1;1;128;1;1;;0,083;0,167
13,09;11,44;11,21;2715648;0;2;1;0;0;0;1;0;0;0;0;0;0;21725184;10862592;0;2715648;1;1;128;1;1;;0,083;0,167
13,05;11,31;10,79;2717696;0;2;1;0;0;0;1;0;0;0;0;0;0;21741568;10870784;0;2717696;1;1;128;1;1;;0,083;0,167
12,97;11,29;12,32;2719744;0;2;1;0;0;0;1;0;0;0;0;0;0;21757952;10878976;0;2719744;1;1;128;1;1;;0,083;0,167
13,02;11,44;11,12;2721792;0;2;1;0;0;0;1;0;0;0;0;0;0;21774336;10887168;0;2721792;1;1;128;1;1;;0,083;0,167
13,13;11,24;10,96;2723840;0;2;1;0;0;0;1;0;0;0;0;0;0;21790720;10895360;0;2723840;1;1;128;1;1;;0,083;0,167
13,13;11,46;10,47;2725888;0;2;1;0;0;0;1;0;0;0;0;0;0;21807104;10903552;0;2725888;1;1;128;1;1;;0,083;0,167
13,03;11,43;11,23;2727936;0;2;1;0;0;0;1;0;0;0;0;0;0;21823488;10911744;0;2727936;1;1;128;1;1;;0,083;0,167
13,06;11,35;11,59;2729984;0;2;1;0;0;0;1;0;0;0;0;0;0;21839872;10919936;0;2729984;1;1;128;1;1;;0,083;0,167
13,06;11,59;10,98;2732032;0;2;1;0;0;0;1;0;0;0;0;0;0;21856256;10928128;0;2732032;1;1;128;1;1;;0,083;0,167
13,12;12,01;11,06;2734080;0;2;1;0;0;0;1;0;0;0;0;0;0;21872640;10936320;0;2734080;1;1;128;1;1;;0,083;0,167
13,06;11,42;11,21;2736128;0;2;1;0;0;0;1;0;0;0;0;0;0;21889024;10944512;0;2736128;1;1;128;1;1;;0,083;0,167
13,25;11,38;11,49;2738176;0;2;1;0;0;0;1;0;0;0;0;0;0;21905408;10952704;0;2738176;1;1;128;1;1;;0,083;0,167
13,19;11,43;11,28;2740224;0;2;1;0;0;0;1;0;0;0;0;0;0;21921792;10960896;0;2740224;1;1;128;1;1;;0,083;0,167
13,21;11,53;11,08;2742272;0;2;1;0;0;0;1;0;0;0;0;0;0;21938176;10969088;0;2742272;1;1;128;1;1;;0,083;0,167
12,85;11,35;10,76;2744320;0;2;1;0;0;0;1;0;0;0;0;0;0;21954560;10977280;0;2744320;1;1;128;1;1;;0,083;0,167
13,15;11,29;11,06;2746368;0;2;1;0;0;0;1;0;0;0;0;0;0;21970944;10985472;0;2746368;1;1;128;1;1;;0,083;0,167
13,22;11,44;10,87;2748416;0;2;1;0;0;0;1;0;0;0;0;0;0;21987328;10993664;0;2748416;1;1;128;1;1;;0,083;0,167
13,21;11,55;10,82;2750464;0;2;1;0;0;0;1;0;0;0;0;0;0;22003712;11001856;0;2750464;1;1;128;1;1;;0,083;0,167
13,13;11,44;12,86;2752512;0;2;1;0;0;0;1;0;0;0;0;0;0;22020096;11010048;0;2752512;1;1;128;1;1;;0,083;0,167
13,19;11,40;10,93;2754560;0;2;1;0;0;0;1;0;0;0;0;0;0;22036480;11018240;0;2754560;1;1;128;1;1;;0,083;0,167
13,21;11,49;11,24;2756608;0;2;1;0;0;0;1;0;0;0;0;0;0;22052864;11026432;0;2756608;1;1;128;1;1;;0,083;0,167
12,99;11,56;11,14;2758656;0;2;1;0;0;0;1;0;0;0;0;0;0;22069248;11034624;0;2758656;1;1;128;1;1;;0,083;0,167
13,16;11,24;11,34;2760704;0;2;1;0;0;0;1;0;0;0;0;0;0;22085632;11042816;0;2760704;1;1;128;1;1;;0,083;0,167
13,26;11,58;10,98;2762752;0;2;1;0;0;0;1;0;0;0;0;0;0;22102016;11051008;0;2762752;1;1;128;1;1;;0,083;0,167
13,27;11,49;11,34;2764800;0;2;1;0;0;0;1;0;0;0;0;0;0;22118400;11059200;0;2764800;1;1;128;1;1;;0,083;0,167
13,22;11,60;10,95;2766848;0;2;1;0;0;0;1;0;0;0;0;0;0;22134784;11067392;0;2766848;1;1;128;1;1;;0,083;0,167
13,19;11,45;11,30;2768896;0;2;1;0;0;0;1;0;0;0;0;0;0;22151168;11075584;0;2768896;1;1;128;1;1;;0,083;0,167
13,25;11,50;11,06;2770944;0;2;1;0;0;0;1;0;0;0;0;0;0;22167552;11083776;0;2770944;1;1;128;1;1;;0,083;0,167
13,30;11,70;11,26;2772992;0;2;1;0;0;0;1;0;0;0;0;0;0;22183936;11091968;0;2772992;1;1;128;1;1;;0,083;0,167
13,30;11,40;11,13;2775040;0;2;1;0;0;0;1;0;0;0;0;0;0;22200320;11100160;0;2775040;1;1;128;1;1;;0,083;0,167
13,19;11,46;11,02;2777088;0;2;1;0;0;0;1;0;0;0;0;0;0;22216704;11108352;0;2777088;1;1;128;1;1;;0,083;0,167
